Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	R:\K\Kutichim\211221\62_Slot1-54_1_2674.d	R:\K\Kutichim\211221\62_Slot1-54_1_2714.d	R:\K\Kutichim\211221\63_Slot1-42_1_2676.d	R:\K\Kutichim\211221\63_Slot1-42_1_2716.d	R:\K\Kutichim\211221\64_Slot1-38_1_2678.d	R:\K\Kutichim\211221\64_Slot1-38_1_2718.d	R:\K\Kutichim\211221\65_Slot1-49_1_2680.d	R:\K\Kutichim\211221\65_Slot1-49_1_2720.d	R:\K\Kutichim\211221\66_Slot1-44_1_2682.d	R:\K\Kutichim\211221\66_Slot1-44_1_2722.d	R:\K\Kutichim\211221\67_Slot1-40_1_2684.d	R:\K\Kutichim\211221\67_Slot1-40_1_2724.d	R:\K\Kutichim\211221\68_Slot1-27_1_2686.d	R:\K\Kutichim\211221\68_Slot1-27_1_2726.d	R:\K\Kutichim\211221\69_Slot1-52_1_2688.d	R:\K\Kutichim\211221\69_Slot1-52_1_2728.d	R:\K\Kutichim\211221\70_Slot1-43_1_2690.d	R:\K\Kutichim\211221\70_Slot1-43_1_2730.d	R:\K\Kutichim\211221\71_Slot1-46_1_2692.d	R:\K\Kutichim\211221\71_Slot1-46_1_2732.d	R:\K\Kutichim\211221\72_Slot1-22_1_2694.d	R:\K\Kutichim\211221\72_Slot1-22_1_2734.d	R:\K\Kutichim\211221\73_Slot1-53_1_2696.d	R:\K\Kutichim\211221\73_Slot1-53_1_2736.d	R:\K\Kutichim\211221\74_Slot1-41_1_2698.d	R:\K\Kutichim\211221\74_Slot1-41_1_2738.d	R:\K\Kutichim\211221\75_Slot1-48_1_2700.d	R:\K\Kutichim\211221\75_Slot1-48_1_2740.d	R:\K\Kutichim\211221\76_Slot1-47_1_2702.d	R:\K\Kutichim\211221\76_Slot1-47_1_2742.d	R:\K\Kutichim\211221\77_Slot1-51_1_2704.d	R:\K\Kutichim\211221\77_Slot1-51_1_2744.d	R:\K\Kutichim\211221\78_Slot1-45_1_2706.d	R:\K\Kutichim\211221\78_Slot1-45_1_2746.d	R:\K\Kutichim\211221\79_Slot1-50_1_2708.d	R:\K\Kutichim\211221\79_Slot1-50_1_2748.d	R:\K\Kutichim\211221\80_Slot1-39_1_2710.d	R:\K\Kutichim\211221\80_Slot1-39_1_2750.d	R:\K\Kutichim\211221\81_Slot1-23_1_2712.d	R:\K\Kutichim\211221\81_Slot1-23_1_2752.d
P09488;P28161	P09488;P28161;Q03013	GSTM1_HUMAN;GSTM2_HUMAN	GSTM1;GSTM2	Glutathione S-transferase Mu 1	1898.85	2087.09	1856.6	1373.31	898.301	2726.2	1038.26	1283.6	7179.49	9778.98	8609.14	14080.1	3211.01	4898.52	4354.1	4821.88	7135.63	10390.2	4802.18	2831.26	4944.87	7081.01	7164.15	10008.2			2576.02	2714.22	3985.3	7056.77	7912.04	6372.87	5856.59	3359.7	2455.19	3608.7	3464.75	3075.27	3149.03	2631.13
P09493	P09493	TPM1_HUMAN	TPM1	Tropomyosin alpha-1 chain	51402.7	41250.3	44251.6	29901.7	70036	69134.5	54260.7	45640.9	64824.1	55236.1	48524.3	43874.5	34129	31217.4	39143.6	37691.8	165023	191708	38224.1	40063.3	70190.8	71740.5	91815.4	94339.8	33065	41755.4	94224	94664.3	102135	117857	99754.1	91645.1	89550.6	81871.1	68142.1	60006.2	80406.8	56230.9	107298	83961
P09496	P09496	CLCA_HUMAN	CLTA	Clathrin light chain A	5021.2		8460.51	8818.05	4926.22	6043.83	1811.27	964.006	6084.56	4822.1	7469.68	7620.77	6811.58	6753.32	5917.89	5038.87	4390.19	2441.34	5562.48	3952.38	6728.19	5741.24	6107.87	5421.42	12438.4	9952.57	6454.04	5171.27	7067.42	7970.87	5200.16	5534.89	7872.02	6118.3	4866.35	5964.44	6537.88	7393.77	6702.52	6160.79
P09497	P09497	CLCB_HUMAN	CLTB	Clathrin light chain B	1276.68	5310.61			7201.65	2001.07	23348.1	12122.1	2197.26	2386.11	2382.94	2243.35	2404.37	1345.17	3593.13	2317.7	2221.66	1880.87	2681.61	1623.2	1915.58	2990.88	2739.09		353029	271015	2162.98	1987.93	1740.65		1494.02	3187.81	2352.67	2740.43	2272.84	7108.2			1659.24	1327.8
P09525	P09525	ANXA4_HUMAN	ANXA4	Annexin A4	47511.3	28636.4	39647.7	38681.1	51259	50285.9	62736.2	60772.5	49988.6	46230.7	45760.7	42733.8	43402.2	44801.3	49993.2	49097.4	79830.7	90294.1	21145.4	23996.2	42721.9	41325.9	56061.8	56662.3	63202.3	47417.9	60551.9	63835.7	80502.9	88970.9	62160.8	66780.6	59815.9	59335.2	50405.6	49473.8	68662.5	71546.3	73124	73968
P09543	P09543	CN37_HUMAN	CNP	2',3'-cyclic-nucleotide 3'-phosphodiesterase		2674.82			3467.88	5163.12	2728.49		3261.41	3093.71	1952.2		5532.09	2209.71	2045.7	1710.46	3861.17	4417.68			1845.5	1796.87		3625.75			2642.72	3388.68	3657.54	4973.9		1901.78		3497.59	2282.61		2434.26	3366.5		
P09601	P09601	HMOX1_HUMAN	HMOX1	Heme oxygenase 1	458.467		3308.37	1784.5	1908.99	1015.77	979.721		1300.51	470.191	1284.25	992.13	1323.81	854.814	1141.92	1092.96	798.612	572.19	1004.71	1213.58	2314.95	1253.24	2212.45	2401.97			748.837	321.434	684.411	331.392	998.971	876.064			326.635		2203.96	2282.53	1352.75	1176.98
P09619	P09619	PGFRB_HUMAN	PDGFRB	Platelet-derived growth factor receptor beta	4290.06	2909.82	6450.05	4157.34	6441.17	5152.09	4897.63	7544.66	3761.15	4247.19	3690.72	3072.4	3094.51	3288.09	3996.17	3516.23	3325.11	3098.69	3354.99	3615.09	5048.75	4748.06	6615.01	5470.13			8745.49	6321.37	6838.35	6941.28	5814.62	5725.33	3887.64	4628.55	4108.65	5212.45	2639.42	3166.77	4637.97	4677.66
P09622	P09622	DLDH_HUMAN	DLD	Dihydrolipoyl dehydrogenase, mitochondrial	7456.94	3146.17	7751.66	5511.52	10223.1	7615.93	5802.6	5482.76	10283.4	11272.2	11767.4	12944.4	4760.96	5048.1	9669.44	10884.1	9034.15	10658.1	6811.77	5955.5	12735.3	18075.3	8848.64	8357.46			9966.63	10059	8057.08	8435.31	9751.49	9421.75	10127.2	11608.8	9039.23	9724.21	7471.46	8645.03	8837.57	7497.71
P09651	P09651	ROA1_HUMAN	HNRNPA1	Heterogeneous nuclear ribonucleoprotein A1	9537.51	5009.34	14973.2	9184.39	13294.5	13668.4	7852.35	12624.9	10280.8	11361	13282.5	14009.3	18549.2	18015.2	14221.3	18857.4	8763.4	10171.9	8796	11061.5	15562.3	11704.8	18332.5	16014.6	21440.6	18470.6	10528.9	9194.69	8272.66	6022.43	10806.5	9841.32	17414.5	9022.88	12703.2	10350.7	6841.59	6148.58	3824.51	3840.53
P09668	P09668	CATH_HUMAN	CTSH	Pro-cathepsin H			3057.85	3784.21	870.995				4084.88	3783.39	6229.15	5970.32	3196.22	3765.28	4075.35	3786.37	2925.07	3236.63	3589.65	4539.21	4495.09	3831.37	2027.18	1234.76			1820.33	1939.97			3133.76	2445.1	2657.33	2104.87	2329.74	3952.62	3740.15	3902.46	3331.26	3333.66
P09871	P09871	C1S_HUMAN	C1S	Complement C1s subcomponent	14278	10169.5	14413.9	14350.7	6431.94	5019.16	10498.1	10133.7	5681.64	5499.91	7685.66	6498.06	7234.46	5582.61	8176.42	7299.3	6967.24	6163.04	11136.7	10340.6	6755.7	6365.07	7965.26	7073.21	40246.6	51581.9	5666.99	5054.46	7324.61	7078.12	11712.5	12049.6	5987.15	6993.73	7018.82	7108.54	11476.7	9937.43	11177.4	10301.2
P09874	P09874	PARP1_HUMAN	PARP1	Poly [ADP-ribose] polymerase 1					496.496				595.529	1016.21			1116.64		1035.96	929.835					869.276		841.355	883.827					539.364	825.249			929.957	1082.57	643.805	831.359	948.88	1014.3		
P09913	P09913	IFIT2_HUMAN	IFIT2	Interferon-induced protein with tetratricopeptide repeats 2				1505.77						657.242					1164.02														1801.12	1404.28	2232.95		4363.07	1595.39	2507.84	3510.32	951.739			
P09914	P09914	IFIT1_HUMAN	IFIT1	Interferon-induced protein with tetratricopeptide repeats 1			797.166		1627.03	1214.91	2325.08		984.502	1152.73	1232.8	2058.28	1090.99	649.542	1626.1	1391.1		533.982	258.667		573.692	1064.6	594.325	1074.33			581.229		2807.21	3261.18	3954.91	3353.4	6276.75	6839.09	5856.6	6526.45	382.736			
P09917	P09917	LOX5_HUMAN	ALOX5	Polyunsaturated fatty acid 5-lipoxygenase	1553.54			2587.4	1608.63	1691.47			2341.27	2990.73	2017.22	4351.52	1320.79	2220.31	2484.32	3149.26	1475.3	1289.69	2206.99	1613.14	2835.77	2945.38	1610.99	1823.55			1893.32	1646.01	1967.27	1597.71	3213.45	3137.09	2686.89	2379.16	3631.24	2710.97	2475.02	2344.26	2404.29	1926.47
P09936	P09936	UCHL1_HUMAN	UCHL1	Ubiquitin carboxyl-terminal hydrolase isozyme L1	1180.92		2894.11	2362.68	2419.01	1856.45	2523.87	2079.77	1749.11	1762.17	2582.41	2783.02	4271.38	3231.26	3700.85	2734.84	3417.44	2143.96	2361.21	2579.83	4198.21	4031.15	3503.64	2959.67	15102	18669.8	3850.68	3627.64	4242.61	3599.63	3812.76	3990.61	2486.75	1604.58	1831.28	1138.31	1019.61	569.099	1071.51	908.032
P09960	P09960	LKHA4_HUMAN	LTA4H	Leukotriene A-4 hydrolase	6380.15	6670.91	8644.45	11228.3	7801.41	9218.57	14889.5	14629.3	10562.3	12049.6	17306.4	14806.7	12668.7	12020.6	13157.8	13157.2	13235.3	10823.4	9260.42	9645.33	12875.8	11754	9142.62	9411.67			11128.7	10761.1	6941.79	7236.95	8888.31	8930.05	9075.47	10316	9355.04	9165.48	9715.87	11049	7118.17	9362.95
P09972	P09972	ALDOC_HUMAN	ALDOC	Fructose-bisphosphate aldolase C	5681.24	2392.93	4529.56	3555.27	6561.18	9122.44	2591.42		6436.67	7618.47	4922.2	5083.25	4710.22	4610.14	2916.43	2806.22	7079.76	7735.82	2667.02	2181.3	4864.93	4801.88	4969.77	5999.37	2590.69	1737.89	9850.53	7028.61	6615.19	7284.82	7368.31	5381.09	11722.9	6099.3	4947.68	4185.02	8008.23	8781.33	5292.89	6029.45
P0C0L4	P0C0L4	CO4A_HUMAN	C4A	Complement C4-A	46460.2	65526.8	12821.8	19950	1586.87	5267.06	3325.72	14407.3	18272.1	31237.7	7045.02	26489.4	62743.4	92137.2	83318.9	88444.6	9116.85	16863.8	79477.5	106405	39691.6	32691.3	26334.3	38542.6	8673.65	7343.19	32472.4	73896.3	63949.2	92617.1	162960	215821	23762.3	23980	69344.8	139012	47485.5	53931.9	13556.1	32504.1
P0C0L4;P0C0L5	P0C0L4;P0C0L5	CO4A_HUMAN;CO4B_HUMAN	C4A;C4B	Complement C4-A	247493	138508	251566	246465	74845.9	73925.7	145155	159428	141127	132144	186233	191188	239251	234378	260707	244193	53172.7	54220.7	266825	294603	119288	117715	141914	151128	77394.9	75248.4	106885	107131	105135	116050	301562	274938	48927.3	48224.5	133274	126159	123975	121780	143955	150226
P0C0L5	P0C0L5	CO4B_HUMAN	C4B	Complement C4-B	18633.8	71891.1	7689.62	35452.5	9373.2	3279.4	63417.4	35840.6	4117	16143.8	18924.2		15178.2	12585.3	9952.88	12671.7	6152.8	9048.62	19049.4	21004	3113.71	3175.19	1893.85	1392.37					1576.71	5380.04	14486.2	11983.1	12089	3168.42	10562.2	10325.5	17260.9	10489.9	14596.6	29684.8
P0C0S5;Q71UI9	P0C0S5;Q71UI9	H2AV_HUMAN;H2AZ_HUMAN	H2AZ1;H2AZ2	Histone H2A.Z					2410.74	581.487			2210.3	1222.72	1234.64	775.818	2959.94	2000	1294.04	1384.75	1183.73	1244.7		662.813	1773	1459.85	1300.57	1173.82			1738.41	922.572	598.544				680.98	972.811			1027.93			
P0C7P4;P47985	P0C7P4;P47985	UCRIL_HUMAN;UCRI_HUMAN	UQCRFS1;UQCRFS1P1	Putative cytochrome b-c1 complex subunit Rieske-like protein 1						1340.51			806.158		604.154		866.129	980.094		1306.42	754.79		1469.42	1344.63			1675.8	1631.7					1282.86								734.526		794.637	804.146
P0CF74;P0DOX8;P0DOY3	P0DOX8;B9A064;P0CG04;P0DOY2;P0DOY3;P0CF74	IGL1_HUMAN;IGLC3_HUMAN;IGLC6_HUMAN	IGLC3;IGLC6	Immunoglobulin lambda constant 6	253267	261279	431274	473815	66912.3	68569.5	63734.4	46724	565420	607689	806538	755395	1.20494e+06	1.27047e+06	870948	838440	419905	374872	1.69361e+06	1.62498e+06	471884	479780	139223	159455	44452	22838.2	450727	530835	77111.9	98447.2	992590	1.43318e+06	396366	369110	1.08008e+06	1.22947e+06	287186	197968	623727	526145
P0CG29;P0CG30	P0CG30;P0CG29	GST2_HUMAN;GSTT2_HUMAN	GSTT2;GSTT2B	Glutathione S-transferase theta-2					646.677		1378.81	2321.73	1030.38	1889.72		1297.5				301.05	1827.33	1687.26															2275.34	1745.05	680.215		954.538	1627.13	2165.69	1345.02
P0CG38	P0CG38	POTEI_HUMAN	POTEI	POTE ankyrin domain family member I	28264.3	20600.9	19416.6	30253.5	12095.4	16500.4			35635.1	30465.4	36664.7	22069.5	55122.4	35546.2	33122	53681	81616.1	89236.7	20167.6	26180.6	23293.9	18443.5	18496	8041.79			23067.8	27864.3	35751	44799.7	46756.2	33191	44716.6	20212	57334.1	10069.3	35474	3777	56118.6	47439.7
P0CG39	P0CG39	POTEJ_HUMAN	POTEJ	POTE ankyrin domain family member J															1623.77			5447.17			1364	2431.17	1423.91												1878.07				3627.26	
P0DI81;P0DI82	P0DI81;P0DI82	TPC2A_HUMAN;TPC2B_HUMAN	TRAPPC2;TRAPPC2B	Trafficking protein particle complex subunit 2			955.665		2245.57	2048.87				1312.44							1649.71	1181.46		2845.55	2620.51	3113.93	1756.78	2428.52				1292.19		1166.8	2566.35						1488.69	902.673		
P0DJI8	P0DJI8;P0DJI9	SAA1_HUMAN	SAA1	Serum amyloid A-1 protein	1979.34					1895.24	3989.69	4835.85					5269.78	5386.77	2229.39	1535.26	2494.8	1608.48	4117.84	3540.23	1511.23	1381.36	833.312	915.727	2289.96			1350.33		1166.38	973.391				3328.36	2585.99		774.654		586.684
P0DMM9;P0DMN0	P0DMM9;P0DMN0	ST1A3_HUMAN;ST1A4_HUMAN	SULT1A3;SULT1A4	Sulfotransferase 1A3	1300.35	3330.73	4019.87	4066.44	986.341	2488.45			2278.19	1821.21	3025.39	4996.88	1456.84	1730.67	6416.38	5869.73	1082.81	1190.27	1311.04	1141.48	693.409		4356	4757.05			1495.69	4308.78	1468.4	1390.92	4462.47	5152.61	1918.91	1018.78	3092.87	2249.97	1109.56	1891.57		1978.73
P0DMV8;P0DMV9	P0DMV8;P0DMV9	HS71A_HUMAN;HS71B_HUMAN	HSPA1A;HSPA1B	Heat shock 70 kDa protein 1A	38343.3	31204.2	46977.5	38575.5	33129.2	41660.2	42945	36395.2	47255.4	48929.9	39302.3	42233.5	35152.4	37560	42273.4	42104.9	64441.3	68652.5	27232.9	23482.5	42233.7	42982.3	41742.1	43635.4	54745.5	65050.1	76902	60332.5	47995.6	45356.2	45498.8	41193.9	46639.3	39376.6	36087.2	34769.7	38694.9	44322.4	36609.1	41918
P0DMV8;P0DMV9;P48741	P48741;P0DMV8;P0DMV9;P17066	HS71A_HUMAN;HS71B_HUMAN;HSP77_HUMAN	HSPA1A;HSPA1B;HSPA7	Heat shock 70 kDa protein 1A	1985.91	1079.87	1880.37	2225.65	1443.39	951.017	1429.13	1391.25	3159.47	5453.65	3710.91	4302.85	3438.15	3868.84	4320.3	3397.07	10568.6	7622.95	3007.21	3860.76	2277.11	3923.95	1034.43	2137.89	1777.06	4092.19	5075.95	3363.06	2662.55	1596.88	7509.71	3950.28	6528.11	3301.58	5414.37	3393.81	1818.93	2107.59	5961.73	3736.16
P0DOX2	P0DOX2;P01877	IGA2_HUMAN		Immunoglobulin alpha-2 heavy chain	59475.5	66318.1	61783	67643.1	6665.31	12957.4	17017.9	20679	8532.05	10894.8	10177.7	9359.14	11817.4	15191.6	26864.9	30787.4	19817.1	15665.2	80402.1	127372	3679.11	2282.7	14646.3	12099.1			7864.47	6127.77	7604.28	6431.19	25754.3	33092.8	7992.59	11377.9	22815.7	31911.8	53740.2	158353	26157	64435.3
P0DOX4	P0DOX4	IGE_HUMAN		Immunoglobulin epsilon heavy chain	9097.93	7900.63		9328.72						1190.83	1115.2	1799.58	2141.73	931.643	843.997		1160.83		7767.24	18400.9									1213.52	2480.84	2125.59	2522.32	2638			7698.05	1036.71		640.971	
P0DOX5	P0DOX5;P01857	IGG1_HUMAN		Immunoglobulin gamma-1 heavy chain	458093	661545	421634	611802	45541.7	94789.3	53387.2	103802	330366	480034	509197	539130	463670	514137	401147	377667	321346	227941	1.14914e+06	1.06705e+06	297483	257112	156963	78635.3	201614	141635	162997	165529	200757	174130	627529	548860	286632	279920	543458	708454	250912	294479	446370	599524
P0DOX7	P0DOX7	IGK_HUMAN		Immunoglobulin kappa light chain	28026.1	38026.2	42901.4	48409.3	2496.19	3862.69	5853.74	2780.74	7666.32	17913.3	11561.7	13911	21115.2	12635.4	20919.1	28174.7	9324.93	19847.8	35659.4	51319.9	5353.52	4490.71	19462.7	12942.9	4434.85	5224.44	5624.88	4390.9	9813.09	6660.4	26495.1	20272.8	9074.37	6514.85	32969.9	40235.8	12737.4	12670.1	27681.8	2717.85
P0DOX8	P0DOX8;B9A064;P0CG04	IGL1_HUMAN		Immunoglobulin lambda-1 light chain	39446.3	81116.9	28310	56135.5	7529.46	52598.4	15213.6	21835.8	5324.83	15725.4	7881.99	9404.8	28719	23409.4		11946.9		4864.52	20765.9	41819.1	4956.6	3021.35	12063.3	12425.2	12340.1	106951	1506.98	1729	26363.9	1494.1	11624.6	2390.85	6831.48		10752.5	2293.92	32985.9	1579.38	13870.4	7224
P0DOX8;P0DOY3	P0DOX8;B9A064;P0CG04;P0DOY2;P0DOY3	IGL1_HUMAN;IGLC3_HUMAN	IGLC3	Immunoglobulin lambda-1 light chain	225519	48274.3	324663	105040	37086.6	19085.4	15207.7	12139.3	150835	120119	358292	304433	547472	309634	312256	301401	219474	121685	772460	973282	121226	52961.3	22495.4	29843.5	13857.9	24828.6	169190	71476.2	9686.59	20271.1	324736	387781	66961	106954	308030	576676	40211.2	65734.7	285718	322357
P0DOY3	P0DOY2;P0DOY3	IGLC3_HUMAN	IGLC3	Immunoglobulin lambda constant 3	20586.9	14129.5	14408.3	13964.4	9444.95	9162.77	28638.1	48793.2	2116.46	2736.81	2096.34	2628.5	8054.77	8654.02	4957.45	3877.28	2713.26	1798	8442.36	12423.8	1041.97	396.774	4863.31	3362.83	8671.75	8897.22	1441.52	1541.13	15529.1	8902.26	5361.65	3134.54	1417.97	401.902	2779.49	21098.8	21077.1	8575.47	2016.78	3879.34
P0DP02	A0A075B6Q5;P0DP02	HVC33_HUMAN	IGHV3-30-3	Immunoglobulin heavy variable 3-30-3			2860.82						1772.16		1665.81	2772.41	1236.13	2840.67	1321.57	1747.53	1089.87	1436.63	5805.7	4058.81	1681.45										2021.35				3194.2	2740.28			3959.49	
P0DP04	P01782;P0DP04	HV43D_HUMAN	IGHV3-43D	Immunoglobulin heavy variable 3-43D	3666.79	4664.74	2807.58	5845.77					3158.76	4106.43	7274.97	5206.75	6577.81	7825.9	5588.09	5727.08		1609.14	6938.02	10904.4							2896.33	1426.53	1401.46		4597.75	3895.1	1940.5	2440.42	6407.84	11543.4	2995.76	1322.68	8197.37	1407.12
P0DP23;P0DP24;P0DP25	P0DP25;P0DP23;P0DP24	CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN	CALM1;CALM2;CALM3	Calmodulin-1	6703.09	5708.71	8862.59	8864.12	8066.36	9825.55	4046.96	2807.88	10218.2	11349.7	14364.1	13932.8	8452.84	8300.67	9093.98	11761.5	18969.5	18942	10080.2	11356.9	11700	10132.7	11658.4	11901.2			14504.6	12424.5	11057.1	13652.4	4009.68	2187.4	10931.2	9350.61	9577.24	7626.16	14593.3	10391.9	16923.7	20385.1
P0DTE1	P0DTE1	HV383_HUMAN	IGHV3-38-3	Probable non-functional immunoglobulin heavy variable 3-38-3			2824.64						907.417		1297.58	1933.14	2628.23	2835.31	1549.86	1838.39	1046.36	1092.66	5796.37	5933.43	1077.69	1498.3	1423.39	1464.96			980.464	1185.92	1002.39		3030.34	2201.28	1070.42	914.118	2483.02	1660.79			2049.68	1765.19
P10155	P10155	RO60_HUMAN	RO60	60 kDa SS-A/Ro ribonucleoprotein	6003.86	3890.69	11430.3	7716.88	13116.8	12347	10025.3	3847.33	13432.6	11762.7	9515.08	9036.71	8417.96	10389.3	11867.7	10429.2	13779.8	9952.36	6414.95	6215.06	7277.98	11037.3	14531.9	11315.2			11587.3	7605.84	7822.89	8905.04	8642.24	6590.05	8455.04	9185.02	7201.02	8568.59	8003.55	7329.6	4946.71	6172.42
P10242	P10243;P10242	MYB_HUMAN	MYB	Transcriptional activator Myb	1824.85	1567.99	6343.48	5061.89					1389.96		5037.89	5966.3	6474.82	6582.59	3618.45	2715.97			4185.91	5403.84	2135.64	2489.07	2387.27	2175.18			4007.06	3304.34			3375.08	4046.8			3578.75	1513.33	1453.6		4369.58	3661.66
P10253	P10253	LYAG_HUMAN	GAA	Lysosomal alpha-glucosidase	4581.75	5257.47	10363.9	11469.6	5030.32	5852.36	4544.73	6624.18	3473.68	6312.92	6543.14	10087.2	5298.27	3080.71	4614.67	5025.21	6392.1	8680.37	7743.77	6777.09	3320.04	5496.51	5098.09	5516.16	18291.9	7885.29	5827.5	5973.25	6308.89	5447.06	7483.46	7558.88	3925.1	3131.2	2795.66	4732.8	8775.09	10870.3	14372.8	6839.05
P10301	P10301	RRAS_HUMAN	RRAS	Ras-related protein R-Ras	6785.51	10974.7	2547.6	4068.61	4883.04	7706.91	8556.74	8966.85	3867.31	6019.57	3414.01	4259.92	4768.05	5736.78	3088.96	3662.43	5514.88	6232.89	1800.11	1944.23	3334.23	3814.68	6074.51	7544.04	16016.8	14655.9	6024.06	6416.99	5299.4	5172.04	5103.33	4634.05	6837.71	5095.77	5019.61	2209.33	3902.02	3677.75	7245.43	1775.88
P10321	P10321	HLAC_HUMAN	HLA-C	HLA class I histocompatibility antigen, C alpha chain				1812.24					9681.68	6324.88	9437.64	4265.53	4542.46	2215.99	7199.7	8899.89	7269.73	6551.49	11358.8	14292.4	4519.04	3533.11	3412.42	4740.16			2852.06	3472.25					13069.9	11934.1	11736.5	14594.2				4245.71
P10412	P10412	H14_HUMAN	H1-4	Histone H1.4	933.553		754.934						4422.26		2978.04	2821.91	2411.85	2226.7	3564.59	3808.87	937.147	945.311		1252.15	2563.61	3484.35	1473.39	1980.28			689.944	819.102				657.753	4435.18	5215.39	1034.19	1553.56		1855.46		
P10412;P16401;P16403	P16401;P10412;Q02539;P16403;P16402	H12_HUMAN;H14_HUMAN;H15_HUMAN	H1-2;H1-4;H1-5	Histone H1.4					902.582	822.383	2635.78	1363.02																	5452.74	4012.22		644.895												
P10412;P16403	P10412;P16403;P16402	H12_HUMAN;H14_HUMAN	H1-2;H1-4	Histone H1.4	5471.32	5332.5	3759.09	3787.54	7201.42	5207	6921.17	20508.6	23873.2	20979.7	5902.67	7278.11	13687.1	12391.2	16689	14048.5	6073.01	5245.37	5060.1	5672.79	13913.8	11527.1	8280.77	7920.8	14688.5	13056.4	4819.53	3202.14	6652.46	4511.8	3093.11	949.106	21508.5	20305.8	7281.39	5313.86	11639.6	11817.8	3556.1	4413.81
P10451	P10451	OSTP_HUMAN	SPP1	Osteopontin	4597.62	6549.48	30549.1	43912.3	4160.19	8875.71	100733	108057	6073.21	8134.71	14531.6	12952	6800.99	7748.14	23891.6	13235.4	4092.15	3294.32	54436.8	46803.6	2992.16	3629.28	27868.5	27363	9283.76	11387.1	13967.9	14461.2	26655.1	18663.4	38653.6	37922.1	27411.3	29460.4	28186.5	48788.4	25618.5	22111.8	16862.2	22210.7
P10599	P10599	THIO_HUMAN	TXN	Thioredoxin	4714.75	4000.52	9208.19	8557.15	6216.83	4850.39	1304.44	959.477	10857.1	9305.15	11454.4	13166.4	7374.16	7213.19	8309.72	7900.39	7523.9	6934.29	8295.46	3638.61	11252.2	9396.3	5933.54	6024.77			11282.3	10270	3721.14	3511.7	4935.06	7138.64	7706.22	8376.37	7997.31	5004.81	2919.51	5954.23	6819.37	7259.63
P10606	P10606	COX5B_HUMAN	COX5B	Cytochrome c oxidase subunit 5B, mitochondrial	2145.4	1155.56	4779.1	2190.02	7031.75	5522.45	10013.2	7778.19	2645.4	2361.27	3314.73	2549.79	4446.73	4116.53	1991.11	1859.69	2465.44	2741.76	3488.44	2712.39	2326.2	2317.27	3903.49	4473.41	5729.19	3943.21	3164.32	3632.08	4564.15	4090.72	1112.85	1070.95	2050.08	1832.38	1879.35	1737.31	4277.25	4188.33	3481.9	3208.53
P10619	P10619	PPGB_HUMAN	CTSA	Lysosomal protective protein	2187.27	1389.33	5950.32	4844.97	3023.7	3405.54			3051.16	3143.62	4563.84	4487.49	3429.47	4514.87	3735.93	3838.16	3024.04	2294.52	4825.94	4453.72	3970.43	2739.42	5035.83	5021.48			2207.28	2321.95	3349.19	3021.94	5912.07	5456.2	2201.25	2114.61	2738.44	3275.08	5526.1	5820.64	4281.7	3496.16
P10643	P10643	CO7_HUMAN	C7	Complement component C7	9623.86	8599.94	8961.83	8848.99	3250.8	2980.72	9552.51	9888.75	4119.98	5092.17	10233.2	10013.9	8036.72	7114.65	6916.55	6714.65	2670.23	2675.26	14863.5	14417	4128.93	4359.9	4901.28	5575.46			6988.45	5659.76	6430.53	6633.25	17712.3	17707.2	3942.03	3816.66	6673.93	5399.36	10201.8	10782.7	11448.7	9068.82
P10644	P10644	KAP0_HUMAN	PRKAR1A	cAMP-dependent protein kinase type I-alpha regulatory subunit	5638.23	10074.3	14593.2	12689	12788.9	14286.5	9760.76	10553.2	15511.8	15931.4	17102	18466	16259.7	13105.4	12900.6	15348.3	15403.4	15153.1	9828.4	8394	18792.3	17839.3	14439.9	14230.7	17868.8	16923	17990.6	14879.3	7384.89	7949.4	12644.7	10457.3	14651.2	11098.2	13025.6	10798.5	7794.93	8241.61	6352.81	7398.63
P10646	P10646	TFPI1_HUMAN	TFPI	Tissue factor pathway inhibitor	5303.09	13802.6	2338.46	5119.49	5648.71	4734.55	16609.5	12598.6	4289.75	3418.92	3022.96	3060.35	4180.07	3043.05	2556.17	3374.38	3255.11	2612.2	5665.47	10689.4	3666.33	4761.56	4487.15	3965.52	1900.23		4908.79	6717.54	6387.12	6243.34	3583.23	5734.91	2716.86	4217.47	4250.2	4460.09	4542.39	4568.33	7049.23	5167.84
P10768	P10768	ESTD_HUMAN	ESD	S-formylglutathione hydrolase	13285.9	5173.28	11150.3	15266	15179.8	13188.9	17679.6	24135.3	27906.8	27531	17738	18605.2	18786.5	18696.2	12127.2	11590.5	18005.4	17343.2	6842.7	6924.18	25000.2	23175.9	19582.8	19705.5	29297.5	24929.3	32678.5	27912.2	15960.6	15447.6	18345.9	16606.5	23144.6	21907.3	20235	14666.3	7331.29	4918.81	7299.88	4678.31
P10809	P10809	CH60_HUMAN	HSPD1	60 kDa heat shock protein, mitochondrial	20372.7	11860.3	43174.3	24384.4	37654.1	26812.1	51142.9	27913.4	29934.7	23899.1	40688.1	32584	43517.6	40493.1	28813	25273	20857.1	21652	30414.4	27597.9	24589.3	25008.6	37786	34401.2	34809.4	53903.9	25936	27513.6	27386.7	30306.8	31985.2	32022.4	22681.1	24278.8	20195.8	22147.8	34763.6	38229.9	21442.9	32766.3
